id,class_name,confidence_percent,latitude,longitude,length_m,width_m,estimated_height_m,area_m2,channel,ground_range_m,slant_range_m,depth_m,status,contrast_ratio,shadow_length_px,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,created_at
09a445f1,ghost_net,64.5,18.9226374,72.8346285,2.16,0.98,0.05,2.11,port,48.47,49.51,20.0,high_confidence,1.63,1.0,0.0,325.0,10.0,339.0,2026-08-26 19:11:48
79ec9488,generic_debris,64.5,18.9224518,72.8348222,1.7,4.59,0.34,7.79,port,19.47,21.92,20.0,high_confidence,1.91,7.0,264.0,329.0,311.0,340.0,2026-08-26 19:11:48
cd3dca73,generic_debris,64.5,18.9222812,72.8353376,1.54,1.76,0.06,2.71,starboard,31.99,33.5,20.0,high_confidence,1.62,2.0,846.0,491.0,864.0,501.0,2026-08-26 19:11:48
942b1292,pipe_cylinder,64.5,18.9222413,72.8354265,1.54,1.46,0.05,2.26,starboard,41.75,42.92,20.0,high_confidence,1.75,1.0,944.0,516.0,959.0,526.0,2026-08-26 19:11:48
fecd1738,generic_debris,64.5,18.922678,72.8358202,1.54,1.56,0.06,2.41,starboard,33.99,35.45,20.0,high_confidence,1.79,2.0,867.0,941.0,883.0,951.0,2026-08-26 19:11:48
f3cc14c5,pipe_cylinder,64.4,18.922256,72.8353134,1.54,1.76,0.05,2.71,starboard,32.18,33.69,20.0,high_confidence,1.55,1.0,848.0,471.0,866.0,481.0,2026-08-26 19:11:48
adcb0b57,ghost_net,64.4,18.9223272,72.8353885,1.85,1.66,0.06,3.07,starboard,32.15,33.64,20.0,high_confidence,1.51,2.0,848.0,542.0,865.0,554.0,2026-08-26 19:11:48
016ced95,generic_debris,64.4,18.9223269,72.8355149,1.54,1.86,0.05,2.86,starboard,41.42,42.63,20.0,high_confidence,1.57,2.0,939.0,605.0,958.0,615.0,2026-08-26 19:11:48
c353e381,generic_debris,64.4,18.9226054,72.8356005,1.54,1.76,0.12,2.71,starboard,24.69,26.66,20.0,high_confidence,1.57,3.0,776.0,793.0,794.0,803.0,2026-08-26 19:11:48
7538f89f,generic_debris,64.3,18.9223887,72.8344772,1.7,1.37,0.07,2.32,port,39.57,40.82,20.0,high_confidence,1.51,3.0,87.0,132.0,101.0,143.0,2026-08-26 19:11:48
4acffb33,generic_debris,64.3,18.9221929,72.8352371,1.54,1.37,0.06,2.11,starboard,31.55,33.11,20.0,high_confidence,1.51,2.0,844.0,400.0,858.0,410.0,2026-08-26 19:11:48
870b4736,generic_debris,64.3,18.9224711,72.8357829,1.85,0.78,0.5,1.45,starboard,48.61,49.61,20.0,high_confidence,1.6,0.0,1016.0,822.0,1024.0,834.0,2026-08-26 19:11:48
e86a07dd,generic_debris,64.3,18.9223267,72.8353442,1.85,1.56,0.1,2.89,starboard,28.92,30.57,20.0,high_confidence,1.53,3.0,817.0,519.0,833.0,531.0,2026-08-26 19:11:48
2c4fe612,ghost_net,64.2,18.9227786,72.8347941,2.16,1.66,0.05,3.59,port,47.54,48.58,20.0,high_confidence,1.65,2.0,6.0,484.0,23.0,498.0,2026-08-26 19:11:48
8ba7a904,generic_debris,64.2,18.9219659,72.8351317,1.54,1.07,0.05,1.66,starboard,42.06,43.21,20.0,high_confidence,1.58,1.0,949.0,240.0,960.0,250.0,2026-08-26 19:11:48
343bc5ed,generic_debris,64.2,18.9223061,72.8353208,1.7,1.46,0.05,2.49,starboard,28.8,30.52,20.0,high_confidence,1.61,1.0,817.0,496.0,832.0,507.0,2026-08-26 19:11:48
8b90dc24,generic_debris,64.2,18.9225152,72.8357968,2.01,1.66,0.05,3.33,starboard,45.94,47.02,20.0,high_confidence,1.52,1.0,985.0,851.0,1002.0,864.0,2026-08-26 19:11:48
e730ad3e,generic_debris,64.1,18.9221278,72.8353359,1.54,1.37,0.05,2.11,starboard,44.01,45.12,20.0,high_confidence,1.53,1.0,967.0,415.0,981.0,425.0,2026-08-26 19:11:48
0bc81f35,ghost_net,64.1,18.9223016,72.8354384,2.31,1.56,0.05,3.62,starboard,37.84,39.16,20.0,high_confidence,1.55,1.0,905.0,554.0,921.0,569.0,2026-08-26 19:11:48
c1b8dd52,generic_debris,64.1,18.9227238,72.835887,1.54,1.56,0.14,2.41,starboard,34.83,36.23,20.0,high_confidence,1.52,5.0,875.0,1000.0,891.0,1010.0,2026-08-26 19:11:48
4f4c82b0,generic_debris,64.0,18.9227143,72.8347738,2.01,1.27,0.05,2.55,port,43.94,45.07,20.0,high_confidence,1.62,1.0,44.0,439.0,57.0,452.0,2026-08-26 19:11:48
c1b152ba,generic_debris,64.0,18.9223153,72.8355078,1.7,1.27,0.05,2.16,starboard,41.83,43.02,20.0,high_confidence,1.53,1.0,946.0,595.0,959.0,606.0,2026-08-26 19:11:48
5fc0fde2,generic_debris,63.8,18.9227171,72.8358311,1.54,1.46,0.05,2.26,starboard,31.5,33.06,20.0,high_confidence,1.5,1.0,843.0,966.0,858.0,976.0,2026-08-26 19:11:48
41bd032e,generic_debris,63.7,18.9225325,72.834533,1.7,1.37,0.28,2.32,port,46.98,48.05,20.0,high_confidence,2.78,14.0,13.0,226.0,27.0,237.0,2026-08-26 19:11:48
6db43cc2,generic_debris,63.7,18.9223206,72.8355107,1.7,1.46,0.05,2.49,starboard,41.62,42.82,20.0,high_confidence,1.6,2.0,943.0,600.0,958.0,611.0,2026-08-26 19:11:48
4db927b3,pipe_cylinder,63.7,18.9227495,72.8354189,1.54,3.81,10.05,5.88,starboard,0.0,0.44,20.0,high_confidence,2.25,25.0,497.0,771.0,536.0,781.0,2026-08-26 19:11:48
08cca06e,ghost_net,63.7,18.9223811,72.8355886,1.7,1.76,0.05,2.98,starboard,42.37,43.55,20.0,high_confidence,1.55,1.0,949.0,678.0,967.0,689.0,2026-08-26 19:11:48
71d39d34,ghost_net,63.7,18.9223322,72.8353885,2.01,1.76,0.05,3.53,starboard,31.75,33.3,20.0,high_confidence,1.54,1.0,844.0,545.0,862.0,558.0,2026-08-26 19:11:48
fb8ced57,container,63.2,18.9222386,72.8345773,1.54,2.15,0.19,3.32,port,20.32,22.66,20.0,high_confidence,2.21,4.0,269.0,105.0,291.0,115.0,2026-08-26 19:11:48
a34a68d4,generic_debris,63.1,18.9221381,72.8353164,1.85,1.27,0.05,2.35,starboard,41.75,42.92,20.0,high_confidence,1.52,1.0,945.0,411.0,958.0,423.0,2026-08-26 19:11:48
2e776afe,generic_debris,63.1,18.9223444,72.8351954,1.54,2.54,0.17,3.92,starboard,16.48,19.24,20.0,high_confidence,2.12,3.0,696.0,458.0,722.0,468.0,2026-08-26 19:11:48
d86eed76,pipe_cylinder,62.9,18.9227421,72.8354101,1.54,3.91,10.1,6.03,starboard,0.0,3.42,20.0,high_confidence,2.08,13.0,527.0,763.0,567.0,773.0,2026-08-26 19:11:48
ad378c4b,generic_debris,62.8,18.9222997,72.8348006,1.54,2.54,0.72,3.92,port,8.83,13.38,20.0,high_confidence,2.14,7.0,362.0,242.0,388.0,252.0,2026-08-26 19:11:48
bae59fc5,generic_debris,62.8,18.9225056,72.8353632,1.54,2.54,0.18,3.92,starboard,16.05,18.95,20.0,high_confidence,2.0,3.0,693.0,622.0,719.0,632.0,2026-08-26 19:11:48
2b3b3a03,generic_debris,62.2,18.9226699,72.835665,1.7,2.15,0.16,3.65,starboard,23.86,25.88,20.0,high_confidence,2.01,4.0,766.0,858.0,788.0,869.0,2026-08-26 19:11:48
def9d8ce,generic_debris,62.0,18.9223803,72.8343747,1.54,1.76,0.1,2.71,port,46.52,47.56,20.0,high_confidence,2.18,5.0,16.0,80.0,34.0,90.0,2026-08-26 19:11:48
e8c7ffa5,container,61.9,18.9227564,72.835784,1.54,1.95,0.08,3.01,starboard,24.94,26.86,20.0,high_confidence,2.0,2.0,777.0,961.0,797.0,971.0,2026-08-26 19:11:48
2bcbb126,generic_debris,61.7,18.9224024,72.8355285,1.7,1.76,0.05,2.98,starboard,36.34,37.7,20.0,high_confidence,2.06,1.0,889.0,654.0,907.0,665.0,2026-08-26 19:11:48
479bd8ac,generic_debris,61.7,18.9229374,72.8356425,1.7,3.52,9.98,5.97,port,0.0,0.88,20.0,high_confidence,1.69,7.0,485.0,975.0,521.0,986.0,2026-08-26 19:11:48
b7f10e60,generic_debris,61.6,18.9224475,72.8346931,1.54,1.46,0.1,2.26,port,28.53,30.22,20.0,high_confidence,1.89,3.0,195.0,262.0,210.0,272.0,2026-08-26 19:11:48
6946eedc,generic_debris,61.5,18.9225565,72.8352877,1.54,3.22,2.13,4.97,starboard,6.46,11.87,20.0,high_confidence,1.8,18.0,617.0,610.0,650.0,620.0,2026-08-26 19:11:48
a6fbd6cd,generic_debris,61.4,18.9222132,72.8344296,1.54,1.56,0.1,2.41,port,29.4,31.05,20.0,high_confidence,1.83,3.0,186.0,23.0,202.0,33.0,2026-08-26 19:11:48
7b9281b1,generic_debris,61.3,18.92228,72.8353006,1.54,1.66,0.13,2.56,starboard,29.34,31.01,20.0,high_confidence,2.16,4.0,821.0,476.0,838.0,486.0,2026-08-26 19:11:48
65698a96,ghost_net,61.2,18.9222821,72.8345204,1.7,2.15,0.5,3.65,port,27.96,29.69,20.0,high_confidence,2.09,0.0,197.0,99.0,219.0,110.0,2026-08-26 19:11:48
d92125b0,generic_debris,61.1,18.9225347,72.8348562,1.54,2.93,0.12,4.52,port,23.64,25.68,20.0,high_confidence,1.7,3.0,234.0,388.0,264.0,398.0,2026-08-26 19:11:48
18259710,container,61.0,18.9226037,72.8346713,1.54,1.27,0.05,1.96,port,42.65,43.8,20.0,high_confidence,1.7,1.0,57.0,330.0,70.0,340.0,2026-08-26 19:11:48
4a5f23de,pipe_cylinder,61.0,18.9223669,72.8349961,1.39,3.71,0.5,5.15,port,0.0,0.2,20.0,high_confidence,1.55,0.0,491.0,373.0,529.0,382.0,2026-08-26 19:11:48
b65d03f3,generic_debris,61.0,18.9218201,72.8349746,1.7,1.86,0.5,3.15,starboard,42.15,43.31,20.0,high_confidence,1.64,0.0,946.0,84.0,965.0,95.0,2026-08-26 19:11:48
bf15b8ca,generic_debris,60.9,18.9225448,72.8354523,1.54,1.76,0.2,2.71,starboard,19.26,21.68,20.0,high_confidence,1.97,4.0,725.0,688.0,743.0,698.0,2026-08-26 19:11:48
b517fd8f,generic_debris,60.9,18.9224537,72.8353544,1.7,2.54,0.15,4.31,starboard,19.54,21.97,20.0,high_confidence,1.98,3.0,724.0,590.0,750.0,601.0,2026-08-26 19:11:48
cc163fe7,generic_debris,60.9,18.9225265,72.8356904,1.7,1.46,0.5,2.49,starboard,37.53,38.82,20.0,high_confidence,1.86,0.0,902.0,801.0,917.0,812.0,2026-08-26 19:11:48
1b4a1460,generic_debris,60.8,18.9222842,72.8343289,1.7,1.56,0.5,2.65,port,42.49,43.65,20.0,high_confidence,2.02,0.0,57.0,12.0,73.0,23.0,2026-08-26 19:11:48
6bcb86fe,generic_debris,60.8,18.9224164,72.8345507,1.7,1.46,0.05,2.49,port,36.39,37.74,20.0,high_confidence,1.89,1.0,118.0,179.0,133.0,190.0,2026-08-26 19:11:48
dc5a254b,generic_debris,60.8,18.9224458,72.8347014,1.85,1.86,0.17,3.44,port,27.8,29.54,20.0,high_confidence,2.09,5.0,200.0,264.0,219.0,276.0,2026-08-26 19:11:48
672b587a,generic_debris,60.8,18.9225342,72.8347942,1.54,2.05,0.07,3.17,port,28.12,29.83,20.0,high_confidence,1.92,2.0,196.0,355.0,217.0,365.0,2026-08-26 19:11:48
e406f71c,generic_debris,60.8,18.9226267,72.8358321,1.54,1.76,0.05,2.71,starboard,39.09,40.33,20.0,high_confidence,1.84,1.0,916.0,925.0,934.0,935.0,2026-08-26 19:11:48
85f297c2,generic_debris,60.7,18.9222258,72.835233,1.54,1.46,0.05,2.26,starboard,28.65,30.32,20.0,high_confidence,1.79,1.0,815.0,415.0,830.0,425.0,2026-08-26 19:11:48
e6c6a988,generic_debris,60.7,18.9225251,72.8353745,1.54,2.93,0.31,4.52,starboard,15.31,18.26,20.0,high_confidence,1.8,5.0,684.0,637.0,714.0,647.0,2026-08-26 19:11:48
47f12862,container,60.6,18.9224265,72.8347033,1.54,2.05,0.18,3.17,port,26.1,27.98,20.0,high_confidence,1.77,5.0,215.0,256.0,236.0,266.0,2026-08-26 19:11:48
ff098c55,container,60.6,18.9223098,72.8352579,1.54,1.86,0.5,2.86,starboard,23.82,25.83,20.0,high_confidence,1.63,0.0,767.0,471.0,786.0,481.0,2026-08-26 19:11:48
fed65e7f,generic_debris,60.6,18.9224564,72.8354225,1.7,1.76,0.05,2.98,starboard,24.31,26.27,20.0,high_confidence,2.09,1.0,772.0,627.0,790.0,638.0,2026-08-26 19:11:48
9201665c,generic_debris,60.6,18.9226726,72.8353855,1.54,3.03,1.26,4.67,starboard,4.02,10.69,20.0,high_confidence,1.74,6.0,606.0,717.0,637.0,727.0,2026-08-26 19:11:48
3f4dbc80,generic_debris,60.6,18.9226134,72.8356638,1.7,1.95,0.14,3.32,starboard,28.46,30.18,20.0,high_confidence,1.98,4.0,811.0,830.0,831.0,841.0,2026-08-26 19:11:48
54a54780,generic_debris,60.6,18.9226841,72.8356722,1.54,2.05,0.17,3.17,starboard,23.18,25.24,20.0,high_confidence,1.97,4.0,760.0,870.0,781.0,880.0,2026-08-26 19:11:48
9cb1e875,pipe_cylinder,60.6,18.9222701,72.8355362,1.39,1.76,0.05,2.44,starboard,47.51,48.54,20.0,high_confidence,1.65,1.0,1000.0,588.0,1018.0,597.0,2026-08-26 19:11:48
9c1a87f3,generic_debris,60.6,18.9225867,72.8357208,1.85,1.46,0.05,2.71,starboard,34.66,36.08,20.0,high_confidence,2.16,1.0,874.0,846.0,889.0,858.0,2026-08-26 19:11:48
1bf580b9,generic_debris,60.5,18.9221008,72.8351809,1.54,1.76,0.06,2.71,starboard,34.82,36.23,20.0,high_confidence,2.06,2.0,874.0,331.0,892.0,341.0,2026-08-26 19:11:48
9167cb00,generic_debris,60.5,18.9220914,72.8351896,1.54,1.66,0.5,2.56,starboard,36.2,37.55,20.0,high_confidence,2.06,0.0,888.0,330.0,905.0,340.0,2026-08-26 19:11:48
46b88e52,generic_debris,60.5,18.9222067,72.8351577,1.7,2.34,0.27,3.98,starboard,24.62,26.56,20.0,high_confidence,1.76,7.0,772.0,371.0,796.0,382.0,2026-08-26 19:11:48
208db04a,container,60.5,18.9226206,72.8357217,1.54,1.66,0.05,2.56,starboard,31.92,33.45,20.0,high_confidence,1.89,1.0,846.0,863.0,863.0,873.0,2026-08-26 19:11:48
dfd43110,generic_debris,60.5,18.9227571,72.8355669,1.54,3.52,0.74,5.43,starboard,9.76,13.96,20.0,high_confidence,1.6,8.0,637.0,850.0,673.0,860.0,2026-08-26 19:11:48
673a319e,generic_debris,60.5,18.922416,72.8355398,1.54,1.56,0.05,2.41,starboard,36.04,37.4,20.0,high_confidence,2.17,1.0,887.0,669.0,903.0,679.0,2026-08-26 19:11:48
547da376,generic_debris,60.4,18.9223178,72.834538,1.54,2.25,0.05,3.47,port,29.46,31.1,20.0,high_confidence,1.74,1.0,182.0,126.0,205.0,136.0,2026-08-26 19:11:48
03bb1ed4,generic_debris,60.4,18.9223499,72.8346649,1.54,1.86,0.09,2.86,port,22.73,24.85,20.0,high_confidence,1.87,2.0,248.0,201.0,267.0,211.0,2026-08-26 19:11:48
edd8a0ac,generic_debris,60.4,18.922475,72.8346382,1.7,2.15,0.05,3.65,port,34.74,36.13,20.0,high_confidence,1.83,1.0,131.0,248.0,153.0,259.0,2026-08-26 19:11:48
7a407493,ghost_net,60.4,18.9219994,72.8352145,1.7,2.05,0.05,3.48,starboard,45.37,46.44,20.0,high_confidence,1.86,1.0,977.0,296.0,998.0,307.0,2026-08-26 19:11:48
1b4e9d67,pipe_cylinder,60.4,18.9231786,72.8353223,2.01,1.17,0.05,2.35,port,42.41,43.55,20.0,high_confidence,1.55,1.0,60.0,924.0,72.0,937.0,2026-08-26 19:11:48
abcd443b,container,60.4,18.9224195,72.835346,1.54,2.05,0.05,3.17,starboard,21.65,23.88,20.0,high_confidence,1.88,1.0,746.0,570.0,767.0,580.0,2026-08-26 19:11:48
bb918bd7,generic_debris,60.4,18.922613,72.8357274,1.54,1.66,0.05,2.56,starboard,32.95,34.42,20.0,high_confidence,1.96,1.0,856.0,862.0,873.0,872.0,2026-08-26 19:11:48
89e4f2a0,pipe_cylinder,60.4,18.9225304,72.8357537,1.54,1.86,0.5,2.86,starboard,41.66,42.82,20.0,high_confidence,1.78,0.0,941.0,835.0,960.0,845.0,2026-08-26 19:11:48
462ff153,container,60.4,18.9227721,72.835838,1.54,1.66,0.05,2.56,starboard,27.39,29.15,20.0,high_confidence,1.91,1.0,802.0,998.0,819.0,1008.0,2026-08-26 19:11:48
f70f4942,generic_debris,60.3,18.9218365,72.8348694,1.7,1.76,0.06,2.98,starboard,32.97,34.47,20.0,high_confidence,1.87,2.0,856.0,38.0,874.0,49.0,2026-08-26 19:11:48
e12df2b0,generic_debris,60.3,18.9217935,72.8349159,1.7,1.66,0.05,2.82,starboard,39.81,41.06,20.0,high_confidence,1.82,1.0,924.0,38.0,941.0,49.0,2026-08-26 19:11:48
34b9b7d0,generic_debris,60.3,18.9220743,72.8351034,1.54,1.95,0.09,3.01,starboard,31.26,32.81,20.0,high_confidence,1.7,3.0,838.0,280.0,858.0,290.0,2026-08-26 19:11:48
d2e90e4e,generic_debris,60.3,18.9226747,72.8359365,1.54,1.86,0.05,2.86,starboard,42.35,43.51,20.0,high_confidence,1.82,2.0,948.0,1002.0,967.0,1012.0,2026-08-26 19:11:48
11a8721c,generic_debris,60.2,18.9224135,72.8343852,1.7,1.27,0.05,2.16,port,48.36,49.37,20.0,high_confidence,1.75,1.0,0.0,102.0,13.0,113.0,2026-08-26 19:11:48
71672163,generic_debris,60.2,18.9226549,72.8349433,1.7,1.76,0.05,2.98,port,26.7,28.52,20.0,high_confidence,1.76,1.0,211.0,495.0,229.0,506.0,2026-08-26 19:11:48
cd81be25,generic_debris,60.2,18.9220522,72.8351213,1.7,1.46,0.5,2.49,starboard,34.35,35.79,20.0,high_confidence,1.79,0.0,871.0,278.0,886.0,289.0,2026-08-26 19:11:48
620e4e8e,generic_debris,60.2,18.9222272,72.8354056,1.85,1.27,0.05,2.35,starboard,41.31,42.53,20.0,high_confidence,2.02,2.0,941.0,495.0,954.0,507.0,2026-08-26 19:11:48
6e5013fa,container,60.2,18.9224009,72.8353394,1.54,2.05,0.17,3.17,starboard,22.66,24.76,20.0,high_confidence,1.69,4.0,755.0,557.0,776.0,567.0,2026-08-26 19:11:48
2dc73e16,generic_debris,60.2,18.9225283,72.8357556,1.7,1.27,0.5,2.16,starboard,41.96,43.12,20.0,high_confidence,1.77,0.0,947.0,835.0,960.0,846.0,2026-08-26 19:11:48
592efd28,generic_debris,60.2,18.922318,72.8351994,1.08,2.05,0.15,2.22,starboard,18.86,21.34,20.0,high_confidence,1.82,3.0,720.0,448.0,741.0,455.0,2026-08-26 19:11:48
c4731775,generic_debris,60.2,18.9225525,72.8358225,1.54,1.76,0.05,2.71,starboard,44.61,45.7,20.0,high_confidence,1.69,1.0,971.0,883.0,989.0,893.0,2026-08-26 19:11:48
b0037dbd,container,60.2,18.9226699,72.8357494,1.54,1.76,0.05,2.71,starboard,29.74,31.35,20.0,high_confidence,1.86,1.0,824.0,902.0,842.0,912.0,2026-08-26 19:11:48
cfb6051f,generic_debris,60.2,18.9225853,72.8359009,1.54,1.46,0.5,2.26,starboard,47.33,48.39,20.0,high_confidence,1.95,0.0,1000.0,938.0,1015.0,948.0,2026-08-26 19:11:48
faa2c28e,generic_debris,60.2,18.9226499,72.8357313,1.54,2.15,0.05,3.32,starboard,30.14,31.74,20.0,high_confidence,2.08,1.0,826.0,883.0,848.0,893.0,2026-08-26 19:11:48
6a1e0709,generic_debris,60.1,18.9221586,72.8344765,1.54,1.86,0.05,2.86,port,21.62,23.78,20.0,high_confidence,1.86,1.0,259.0,17.0,278.0,27.0,2026-08-26 19:11:48
0709999d,container,60.1,18.9224397,72.8344493,1.54,1.66,0.5,2.56,port,45.67,46.73,20.0,high_confidence,1.56,0.0,25.0,141.0,42.0,151.0,2026-08-26 19:11:48
c7a5d60a,generic_debris,60.1,18.9225103,72.8347119,1.54,1.46,0.5,2.26,port,32.23,33.74,20.0,high_confidence,1.88,0.0,159.0,305.0,174.0,315.0,2026-08-26 19:11:48
1933bd2d,generic_debris,60.1,18.9231033,72.8352316,1.7,1.46,0.05,2.49,port,42.45,43.6,20.0,high_confidence,1.74,1.0,58.0,845.0,73.0,856.0,2026-08-26 19:11:48
5902cc28,generic_debris,60.1,18.9222742,72.8352946,1.7,1.66,0.05,2.82,starboard,29.35,31.01,20.0,high_confidence,2.17,1.0,821.0,471.0,838.0,482.0,2026-08-26 19:11:48
14236fa7,generic_debris,60.1,18.922362,72.8355109,1.54,1.46,0.05,2.26,starboard,38.32,39.6,20.0,high_confidence,1.74,1.0,910.0,623.0,925.0,633.0,2026-08-26 19:11:48
35b43296,generic_debris,60.1,18.922477,72.8355539,1.54,1.86,0.5,2.86,starboard,32.04,33.54,20.0,high_confidence,1.85,0.0,846.0,708.0,865.0,718.0,2026-08-26 19:11:48
55b585bd,generic_debris,60.1,18.9226992,72.8359305,1.54,1.95,0.05,3.01,starboard,39.89,41.11,20.0,high_confidence,2.0,2.0,923.0,1010.0,943.0,1020.0,2026-08-26 19:11:48
7dc75c87,generic_debris,60.1,18.9226298,72.8359195,1.7,1.66,0.5,2.82,starboard,44.92,46.04,20.0,high_confidence,1.9,0.0,975.0,969.0,992.0,980.0,2026-08-26 19:11:48
11be6452,container,60.0,18.9219853,72.8350874,1.54,1.66,0.05,2.56,starboard,37.29,38.62,20.0,high_confidence,1.75,2.0,899.0,228.0,916.0,238.0,2026-08-26 19:11:48
ccd3fca3,generic_debris,60.0,18.921811,72.8350275,1.54,1.56,0.05,2.41,starboard,46.79,47.85,20.0,high_confidence,1.72,2.0,994.0,103.0,1010.0,113.0,2026-08-26 19:11:48
7100f35e,generic_debris,60.0,18.9220504,72.8351651,1.7,1.56,0.5,2.65,starboard,37.67,38.96,20.0,high_confidence,1.77,0.0,903.0,297.0,919.0,308.0,2026-08-26 19:11:48
590f77ad,generic_debris,60.0,18.9222291,72.8353597,1.7,1.46,0.5,2.49,starboard,37.72,39.01,20.0,high_confidence,1.82,0.0,904.0,478.0,919.0,489.0,2026-08-26 19:11:48
a1c4aeea,pipe_cylinder,60.0,18.9231495,72.8353077,1.54,1.56,0.5,2.41,port,40.99,42.19,20.0,high_confidence,1.56,0.0,72.0,905.0,88.0,915.0,2026-08-26 19:11:48
4781d5c4,pipe_cylinder,60.0,18.9224412,72.8355265,1.54,2.44,0.12,3.77,starboard,33.04,34.52,20.0,high_confidence,1.82,4.0,853.0,676.0,878.0,686.0,2026-08-26 19:11:48
88c47802,generic_debris,60.0,18.922384,72.8355241,1.54,1.86,0.5,2.86,starboard,37.53,38.82,20.0,high_confidence,1.68,0.0,900.0,641.0,919.0,651.0,2026-08-26 19:11:48
3c8ec98d,generic_debris,60.0,18.9226677,72.8356756,1.85,1.86,0.08,3.44,starboard,24.78,26.71,20.0,high_confidence,2.01,2.0,776.0,861.0,795.0,873.0,2026-08-26 19:11:48
1afbb7ff,generic_debris,60.0,18.9226587,72.8358579,1.08,1.66,0.05,1.79,starboard,38.22,39.5,20.0,high_confidence,1.8,2.0,908.0,953.0,925.0,960.0,2026-08-26 19:11:48
56e7b7c3,generic_debris,60.0,18.9221959,72.8354658,1.54,1.46,0.5,2.26,starboard,48.25,49.27,20.0,high_confidence,1.54,0.0,1009.0,513.0,1024.0,523.0,2026-08-26 19:11:48
f14c1f4d,generic_debris,60.0,18.9226542,72.835675,1.7,2.15,0.07,3.65,starboard,25.87,27.73,20.0,high_confidence,1.99,2.0,785.0,856.0,807.0,867.0,2026-08-26 19:11:48
